Site name,Cat_No,Provenance code,X coordinate,Y coordinate,No. of artefacts,Artefact category,act_cat,Material,Material detail,Type,Sub-Type,Description,Inscription,Find No./Inv. No. ,Find No. reduced,Date,Stratigraphical info,Period,Building phase,Building phase code,Building phase and find complex,Location,location_reduced,Gender ,Gender code,Width (cm),Rim diam. (cm),Base diam. (cm),Diam. (cm),Height (cm),Length (cm),Thickness (cm),Weight (g),Other dimensions,Fabric,Published illustration,Published parallels
Ellingen,S0004,431,72.00,58.00,1,human remains,Sk,Human bones,,neonates,,Femur of a 8 - 8.5 lunar month neonate.,,14 08 88,888,,in soil above rock surface,,Period 1a?,ZP1A,Building B-I?,"Building B, room 16",Building B,child,Ch,,,,,,,,,,,,
Ellingen,C0008,406,70.00,50.00,1,combat equipment,E,Iron,,Javelins and lances,,Lance head with slight central ridge and small iron rivet in the socket; partly restored.,,13 08 07 / 1983-2753,807,,,,Period 2,P2,Building B-III,"Building B, room 24",Building B,male,Ma,blade:: c. 5.5 ,,,socket: 1.8 ,,originally c. 23.0 ,,101 (preserved) ,,,Pl.  22,
Ellingen,G0028,429,72.00,42.00,1,dress,D,Bone and antler,Worked,Pins,,"Plain pin, broken.",,1991-802,802,,,,Period 1-2,P1_2,,"Building B, room 32",Building B,female?,ZFe,,,,,, 6.6 (preserved),0.5,,,,Pl.  98,Similar to F23.
Ellingen,C0017,276,57.98,37.72,1,combat equipment,E,Iron,,Javelins and lances,,Lance head with slight central ridge.,,1991-1159,1159,,,,Period 2,P2,Building B-III,"Building B, room 33",Building B,male,Ma,blade:: 2.7 ,,,socket: 1.4 ,,11.7 (preserved),,42 (preserved) ,,,Pl.  23,
Ellingen,C0043,452,74.00,37.00,1,combat equipment,E,Iron,,Arrowheads,,"Three-winged arrowhead with tang, wings offset perpendicular to the tang (Type 2).",,1991-818,818,,,,Period 2,P2,Building B-III,"Building B, room 36",Building B,male,Ma,1,,,,,4.4; without barb: 3.0 ,,3 (preserved) ,,,Pl.  25,
Ellingen,B0004,273,57.50,33.40,1,dress,D,Copper alloy,,Brooches,Böhme Type 19; Jobst Type 13; Riha Type 3.12,"Knee brooch' with semicircular head plate. Two piece bronze brooch; upper surface tin-plated; spiral and pin missing, spiral construction with under tendon; semicircular head plate with indents round the rim; D-shaped sectioned bow outlined with transverse fillet; foot with pin holder broken off.",,13 11 44 / 1983-2714,1144,mid-end 2nd cent AD,,,Period 1b-2,P1B_2,,"Building B, room 37",Building B,male,Ma,,,,,,2.7,,,,,Pl.  14,"Bayer. Vorgeschbl. 43, 1978,  52 fig. 12.238 (Theilenhofen)."
Ellingen,C0042,282,58.60,35.00,1,combat equipment,E,Iron,,Arrowheads,,"Three-winged arrowhead with tang, wings offset perpendicular to the tang (Type 2).",,1991-1169,1169,,,,Period 2,P2,Building B-III,"Building B, room 37",Building B,male,Ma,1.3,,,,,3.9 (preserved); without barb: 2.5 (preserved),,4 (preserved),,,Pl.  25,
Ellingen,B0012,467,75.80,71.70,1,dress,D,Copper alloy,,Brooches,Böhme Type 46b;  Jobst Type 31G; Riha Type 3.18; 'Type Ellingen' ,"Open work disc brooch with flat trumpet ornament. Two piece bronze brooch; traces of tin-plated upper surface preserved; spiral with six windings and under tendon, spiral shaft of iron; two opposing trumpets divided by transverse indentation, upper trumpet with two slightly trumpet-shaped offshoots, lower trumpet with one such offshoot; transverse pin holder.",,13 12 87 / 1983-2721,1287,2nd 1/2 2nd cent. - beg. 3rd cent. AD,,,Period 1b-2,P1B_2,Building BII-III,"Building B, room 4, to east",Building B,male?/female?,ZMa_Fe,,,,,,2.7,,,,,Pl.  15,
Ellingen,G0039,331,64.20,29.80,1,gaming,G,Bone and antler,Worked,Counters,,"Counter, decorated with concentric groove, small central hollow.",,1991-21 99,2199,,,,Period 1-2,P1_2,,"Building B, room 42",Building B,male?/female?,ZMa_Fe,,,,2.3,,,,,,,Pl.  99,"A. Rieche, Römische Kinder- und Gesellschaftsspiele. Limesmus. Aalen Kleine Sehr. 34 (1984) 20."
Ellingen,C0041,336,65.00,25.00,1,combat equipment,E,Iron,,Arrowheads,,Three-winged arrowhead with barb (Type 1); tongue and one wing end broken off.,,1991-1138,1138,,,,Period 2,P2,Building B-III,"Building B, room 46",Building B,male,Ma,1.4,,,,,without barb: 4.5 ,,4 (preserved),,,Pl.  25,
Ellingen,J0062,451,74.00,26.00,1,cutting and sharpening,CS,Stone,Grey,Whetstones,irregular,"Grey stone with mica; fragment, two sides broken with grinding traces.",,1991-826,826,,,,Period 1b,P1B,Building B-II,"Building B, room 48",Building B,male?,ZMa,,,,,,,,443 (preserved),13.2 x 11.2 x 3.2 cm   (preserved),,Pl.  104,
Ellingen,C0148,454,74.50,65.60,1,combat dress?/horse equipment?,ZDE_H,Iron,,Buckles,,"Buckle with flat, semicircular bow; band-shaped tongue wrapped around base; belongs to horse- or vehicle harness?",,1991-1326,1326,,,,Period 1-2,P1_2,,"Building B, room 8, east",Building B,male?,ZMa,at the base: 4.9 ,,,,,tongue: 4.9 ,,,,,Pl.  32,"Oldenstein, Ausrüstung 216f."
Ellingen,B0076,450,73.70,68.70,1,horse equipment,H,Copper alloy,,Strap fittings,,"Strap holder (crosswise), round; outer upper side ray-shaped gerippt, inner concentric profiled.",,13 11 60 / 1983-2746,1160,,,,Period 2,P2,Building B-III,"Building B, room 8, NE cnr, posthole B5(?)",Building B,N/A,U,,,,4.1,1.2,,,,,,Pl.  17,"Saalburg-Jahrb. 7, 1930, 47 fig. 23 (Zugmantel); R. Birley, Vindölanda. Eine römische Grenzfestung am Hadrianswall (1978) 153 fig. 42."
Ellingen,C0113,291,59.50,71.00,1,stone and metal working,SM,Iron,,Spikes,,"Iron spike, quadrangular section; tool?",,1991-1271,1271,,,,Period 1-2,P1_2,,"Building B, room l",Building B,male,Ma,,,,,,8.7,0.8,9,,,Pl.  31,"Pietsch, Saalburg 37f. pl. 12.243-245 (Zugmantel, Saalburg)."
Ellingen,J0049,250,53.00,56.00,1,cutting and sharpening,CS,Stone,Sandstone,Whetstones,medium,"Very fine-grained sandstone; fragment; three long sides with grinding traces, additionally one long side with grinding grooves.",,1991-2106,2106,,,,Period 1-2,P1_2,,"Building B, rooms 16, 20, 24",Building B,male?,ZMa,,,,,,,,162 (preserved), 6.8 x 2.7 - 5.1 x 2.5 - 5.2 cm  (preserved) ,,Pl.  104,
Ellingen,C0081,250,53.00,56.00,1,horse equipment,H,Iron,,Bridles,,Two piece bridle-bit of a snaffle; quadrangular section with closed and broken loop ends.,,1991-2106,2106,,,,Period 1-2,P1_2,,"Building B, rooms 16, 20, 24",Building B,N/A,U,,,,,,8.9,,,,,Pl.  28,
Ellingen,G0040,457,75.00,53.00,1,gaming,G,Bone and antler,Worked,Counters,,"Counter, decorated with concentric grooves, small central hollow.",,1991-1375,1375,,Planum 2,,Period 1b-2?,ZP1B_2,Building BII-III?,"Building B, rooms 16, 20, 24 and east",Building B,male?/female?,ZMa_Fe,,,,2,,,,,,,Pl.  99,
Ellingen,D0016,254,54.00,43.00,1,dress?,ZD,Lead,,Beads?,,"Small lead bead, broken.",,1991-1322,1322,,Planum 1,,Period 2,P2,Building B-III,"Building B, rooms 21, 25, 29 and west",Building B,female?/child?,ZFe_Ch,,,,,, 1.4 (preserved),,,,,,
Ellingen,B0080,254,54.00,43.00,1,dress?/miscellaneous fittings?,ZD_MF,Copper alloy,,Discs,,"Decorative disc, open-worked, with central rivet shaft on the rear side; on the front side remains of tin-plate.",,1991-1330,1330,,Planum 2,,Period 1b-2?,ZP1B_2,Building BII-III?,"Building B, rooms 21, 25, 29 and west",Building B,male?/female?,ZMa_Fe,,,,4.2,,,,,,,Pl.  18,
Ellingen,B0059,254,54.00,43.00,1,combat dress?,ZDE,Copper alloy,,Strap fittings,,"Fitting with retracted long sides, straight lower end closed, upper terminal round with rhomboid piercing; edges slightly bent, central iron rivet.",,1991-1329,1329,,Planum 2,,Period 1b-2?,ZP1B_2,Building BII-III?,"Building B, rooms 21, 25, 29 and west",Building B,male?,ZMa,,,,,,2.6,,,,,Pl.  17,
Ellingen,C0066,474,76.00,42.00,1,cutting and sharpening,CS,Iron,,Knives,,"Knife with straight back and high placed, wide handle tang; bent together similar no. B65.",,1991-811,811,,,,Period 1-2,P1_2,,"Building B, rooms 28, 32 and east",Building B,male?,ZMa,blade: 1.7 ,,,,,c. 16 (preserved),,,,,,
Ellingen,F0004,474,76.00,42.00,1,tableware and serving?/toilet?,ZTS_T,Glass,Natural,Dishes/bowls,,"l rim sherd of a bowl with lip; slightly greenish, matt.",,1991-811,811,,,,Period 1_2,P1_2,,"Building B, rooms 28, 32 and east",Building B,N/A,U,,18.2,,,,,,,,,Pl.  92,
Ellingen,K0013,259,55.00,35.00,18,stone and metal working,SM,Slag,,Indeterminate fragments,,"l large, 2 medium, approx.  15 small pieces.",,1991-1187,1187,,,,Period 1-2,P1_2,,"Building B, rooms 33, 37 and west",Building B,male,Ma,,,,,,,,1109,,,,
Ellingen,K0064,259,55.00,35.00,7,stone and metal working,SM,Slag,,Indeterminate fragments,,7 small pieces.,,1991-1152,1152,,,,Period 1-2,P1_2,,"Building B, rooms 33, 37 and west",Building B,male,Ma,,,,,,,,130,,,,
Ellingen,G0033,259,55.00,35.00,1,dress?/cloth working?,ZD_C,Bone and antler,Worked,Needles & pins,,Pin point.,,1991-1187,1187,,,,Period 1-2,P1_2,,"Building B, rooms 33, 37 and west",Building B,male?/female?,ZMa_Fe,,,,,, 8.6 (preserved)  ,0.45,,,,Pl.  98,
Ellingen,C0059,472,76.00,33.00,1,cutting and sharpening,CS,Iron,,Knives,,Knife fragment probably with straight back and centrally placed handle tang.,,1991-812,812,,,,Period 1-2,P1_2,,"Building B, rooms 36, 40 and east",Building B,male?,ZMa,blade: 1.6  (preserved),,,,,8.1 (preserved),,,,,,
Ellingen,J0092f,472,76.00,33.00,1,stone and metal working,SM,Stone,Ironstone,Indeterminate fragments,,Small vererzten ironstone piece (Dogger Beta) could have been collected for iron smelting.,,1991-812,812,,,,Period 1-2,P1_2,,"Building B, rooms 36, 40 and east",Building B,male,Ma,,,,,,c. 4-6 ,,,,,,"H. Schmidt-Kaler, Geologische Karte von Bayern l: 25 000. Illustration on sheet no. 6932 Nennslingen (1971) 18; 68."
Ellingen,C0283d,258,55.00,24.00,1,dress,D,Iron,,Shoe nails,,Shoe nail similar to no. C282.,,1991-1131,1131,,,,Period 1-2,P1_2,,"Building B, rooms 41, 45 and west",Building B,male?,ZMa,,,,,,1.1-2.0 ,,,,,,
Ellingen,K0115,258,55.00,24.00,4,stone and metal working,SM,Slag,,Indeterminate fragments,,4 small pieces.,,1991-1131,1131,,,,Period 1-2,P1_2,,"Building B, rooms 41, 45 and west",Building B,male,Ma,,,,,,,,25,,,,
Ellingen,J0047,337,65.00,28.50,1,cutting and sharpening,CS,Stone,Sandstone,Whetstones,medium,"Very fine-grained sandstone; rectangular; all six sides with grinding traces, additionally one short side with processing traces, sloping long edges (processing traces).",,1991-2218,2218,,,,Period 1-2,P1_2,,"Building B, rooms 41-44",Building B,male?,ZMa,,,,,,,,298 (preserved),8.1 x 5.0 x 4.7 cm  (preserved),,Pl.  104,
Ellingen,K0081,337,65.00,28.50,4,stone and metal working,SM,Slag,,Indeterminate fragments,,4 small pieces.,,1991-2218,2218,,,,Period 1-2,P1_2,,"Building B, rooms 41-44",Building B,male,Ma,,,,,,,,83,,,,
Ellingen,B0025,446,73.00,67.00,1,combat equipment,E,Copper alloy,,Shields,mounting,"Shield rim border. U-shaped arched bronze sheet, in the opposing, lobe-like appendiges a bronze rivet is placed;",,1991-1170,1170,,,,Period 1-2,P1_2,,"Building B, rooms 8, 12 and east",Building B,male,Ma,,,,,,4.2  (preserved),,,,,Pl.  15,"Walke, Straubing pl. 105.22-24."
Ellingen,C0046,446,73.00,67.00,1,combat equipment,E,Iron,,Arrowheads,,"Three-winged arrowhead with tang, wings offset diagonally to the tang (Type 3); one wing damaged, badly corroded.",,1991-1167,1167,,Planum 2,,Period 1b-2?,ZP1B_2,Building BII-III?,"Building B, rooms 8, 12 and east",Building B,male,Ma,originally 1.0  ,,,,,3.7; without barb: 2.9 ,,3 (preserved),,,Pl.  25,
Ellingen,C0079,446,73.00,67.00,1,horse equipment,H,Iron,,Bridles,,Two piece bridle-bit of a snaffle; quadrangular section with closed and broken loop ends.,,1991-1283,1283,,,,Period 1-2,P1_2,,"Building B, rooms 8, 12 and east",Building B,N/A,U,bit width: c. 11.5 ,,,,,14.7,,,,,Pl.  28,
Ellingen,C0080,446,73.00,67.00,1,horse equipment,H,Iron,,Bridles,,Two piece bridle-bit of a snaffle; quadrangular section with closed and broken loop ends.,,1991-1283,1283,,,,Period 1-2,P1_2,,"Building B, rooms 8, 12 and east",Building B,N/A,U,,,,,,8.9,,,,,Pl.  28,
Ellingen,J0092j,446,73.00,67.00,2,stone and metal working,SM,Stone,Ironstone,Indeterminate fragments,,Small vererzten ironstone pieces (Dogger Beta) could have been collected for iron smelting.,,1991-1283,1283,,,,Period 1-2,P1_2,,"Building B, rooms 8, 12 and east",Building B,male,Ma,,,,,,c. 4-6 ,,,,,,"H. Schmidt-Kaler, Geologische Karte von Bayern l: 25 000. Illustration on sheet no. 6932 Nennslingen (1971) 18; 68."
Ellingen,F0003,446,73.00,67.00,1,tableware and serving?/toilet?,ZTS_T,Glass,Natural,Plates,,"l rim sherd of a plate similar to F2 or of a small dish similar to Fasold, Gläser Kempten 213 no. 18; fig. 8. 7; colourless;",,1991-1167,1167,,Planum 2,,Period 1b-2?,ZP1B_2,Building BII-III?,"Building B, rooms 8, 12 and east",Building B,N/A,U,,16,,,,,,,,,Pl.  92,
Ellingen,F0011,446,73.00,67.00,1,tableware and serving?/toilet?,ZTS_T,Glass,Natural,Dishes/bowls,,l rim sherd of a bowl with thickened rim and two running roundn engraved lines;slightly greenish;,,1991-1167,1167,,Planum 2,,Period 1b-2?,ZP1B_2,Building BII-III?,"Building B, rooms 8, 12 and east",Building B,N/A,U,,15.3,,,,,,,,,Pl.  92,"Bayer. Vorgeschbl. 50, 1985, 314 fig. 8.12 (Faimingen)."
Ellingen,K0102,312,62.50,27.50,2,stone and metal working,SM,Slag,,Indeterminate fragments,,"l medium, l small piece.",,1991-840,840,,,,Period 1-2,P1_2,,"Building B, south part ",Building B,male,Ma,,,,,,,,49,,,,
Ellingen,C0050,336,65.00,25.00,1,combat equipment,E,Iron,,Shields,umbo,Shield boss with hemispherical central vault and wide brim; heavily restored.,,1991-2184,2184,,,,Period 1-2,P1_2,,"Building B, south part ",Building B,male,Ma,,,,18.2,6.2,,,,,,Pl.  26,"A collection of an iron shield buckle from the Obergermanisch-raetisch Limes byD. Baatz, Saalburg-Jahrb. 21, 1963/64, 49; also Walke, Straubing pl. 106, 2 and Planck, Freilichtmuseum 139 fig. 98 (Rainau-Buch)."
Ellingen,K0117,336,65.00,25.00,1,stone and metal working,SM,Slag,,Indeterminate fragments,,l medium piece.,,1991-2184,2184,,,,Period 1-2,P1_2,,"Building B, south part ",Building B,male,Ma,,,,,,,,24,,,,
Ellingen,L0008,336,65.00,25.00,1,stone and metal working,SM,Clay,,Crucibles,,"Complete, unused crucible(?); grey; outside small, whitish-porous burnt areas.",,1991-2184,2184,,,,Period 1-2,P1_2,,"Building B, south part ",Building B,male,Ma,,1.8,,,,,,,,medium,Pl.  101,
Ellingen,W0011,336,65.00,25.00,1,gaming?/miscellaneous?,ZG_M,Animal bones,Worked ,Pig,,"Femur, distal.",,14 21 84,2184,,,,Period 1-2,P1_2,,"Building B, south part ",Building B,male?/female?,ZMa_Fe,,,,,,,,,,,,
Ellingen,F0037,336,65.00,25.00,1,tableware and serving?/toilet?,ZTS_T,Glass,Natural,Cups,,l rim sherd of a small cup similar to F35; greenish.,,1991-2184,2184,,,,Period 1_2,P1_2,,"Building B, south part ",Building B,N/A,U,,4.1,,,,,,,,,Pl.  93,
Ellingen,C0075,338,65.00,30.00,1,cutting and sharpening,CS,Iron,,Knives,,Knife similar to no. B73.,,1991-1139,1139,,,,Period 1-2,P1_2,,"Building B, south part ",Building B,male?,ZMa,blade: 2.3 ,,,,,9.3 (preserved) ,,,,,,
Ellingen,J0046,338,65.00,30.00,1,cutting and sharpening,CS,Stone,Sandstone,Whetstones,medium,"Very fine-grained sandstone; fragment, long rectangular; all four long sides with grinding traces.",,1991-1139,1139,,,,Period 1-2,P1_2,,"Building B, south part ",Building B,male?,ZMa,,,,,,,,329 (preserved) ,12.5 x 5.0 x 4.4 cm  (preserved) ,,Pl.  104,
Ellingen,J0051,338,65.00,30.00,1,cutting and sharpening,CS,Stone,Sandstone,Whetstones,small,"Very fine-grained sandstone; long rectangular; all four long sides and one short side with grinding traces, additionally two opposing long sides with grinding grooves.",,1991-1139,1139,,,,Period 1-2,P1_2,,"Building B, south part ",Building B,male?,ZMa,,,,,,,,87,9.0 x 2.8 x 2.7 cm  (preserved),,Pl.  104,
Ellingen,K0090,338,65.00,30.00,2,stone and metal working,SM,Slag,,Indeterminate fragments,,2 medium pieces.,,1991-1139,1139,,,,Period 1-2,P1_2,,"Building B, south part ",Building B,male,Ma,,,,,,,,63,,,,
Ellingen,C0032,457,75.00,53.00,1,combat equipment,E,Iron,,Spears,,"Projectile point, quadrangular pyramidal.",,1991-1122,1122,,Planum 3,,Period 1a?,ZP1A,Building B-I?,"Building B-III, rooms 16,20, 24 and east",Building B,male,Ma,,,,socket: 1.3 ,,6.1,,11 (preserved) ,,,Pl.  25,
Ellingen,B0024,294,60.00,85.00,1,dress,D,Copper alloy,,Brooches,,Bronze pin with still three windings of the spiral.,,1991-2144,2144,,Planum 3 (1981) - under ,,Period 1,P1,Building C-I-II,Building C,Building C,male?,ZMa,,,,,,3.3,,,,,Pl.  15,
Ellingen,B0126,294,60.00,85.00,1,dress,D,Copper alloy,,Beads,,Bronze bead.,,1991-2099,2099,,Planum 3 (1981) - above,,Period 1,P1,Building C-I-II,Building C,Building C,female?/child?,ZFe_Ch,,,,1.2,,,,,,,Pl.  18,
Ellingen,F0111,294,60.00,85.00,1,dress,D,Glass,Coloured,Beads,,"Small, biconical glass bead; light blue. Dating questionable.",,1991-2099,2099,,Planum 3 (1981) - above,,Period 1,P1,Building C-I-II,Building C,Building C,female?/child?,ZFe_Ch,,,,0.4,,,,,,,,
Ellingen,G0026,294,60.00,85.00,1,dress,D,Bone and antler,Worked,Pins,,"Plain pin, broken.",,1991-2099,2099,,Planum 3 (1981) - above,,Period 1,P1,Building C-I-II,Building C,Building C,female?,ZFe,,,,,,6.1 (preserved),0.5,,,,Pl.  98,Similar to F23.
Ellingen,G0031,294,60.00,85.00,1,dress,D,Bone and antler,Worked,Pins,,"Pin with oval, round head; point broken.",,1991-2099,2099,,Planum 3 (1981) - above,,Period 1,P1,Building C-I-II,Building C,Building C,female?,ZFe,,,,,, 5.4 (preserved) ,0.4,,,,Pl.  98,"E. M. Ruprechtsberger, Die römischen Bein- und Bronzenadeln aus den Museen Enns und Linz. Linzer Arch. Forsch. 9 (1979) 32 (Type 5 c); N. Crummy, A Chronology of Romano-British Bone Pins. Britannia 10, 1979, 161, their Typ 3 dated 200- late 4th/early 5th cent.; E. Riha, Der römische Schmuck aus Äugst und Kaiseraugst. Forsch, in Äugst 10 (1990) 104ff."
Ellingen,G0032,294,60.00,85.00,1,dress,D,Bone and antler,Worked,Pins,,"Pin; head and point broken, slightly widened in the centre. ",,1991-2099,2099,,Planum 3 (1981) - above,,Period 1,P1,Building C-I-II,Building C,Building C,female?,ZFe,,,,,, 4.7 (preserved)  ,0.4,,,,Pl.  98,Similar to F31.
Ellingen,C0053,294,60.00,85.00,1,combat equipment,E,Iron,,Swords and sheaths,,"Chape-end of knifetheke or dagger sheath, semicircular arched; two appendiges preserved on the front side, originally regular striped inlay of alternating copper- and brass filaments.",,1991-2099,2099,,Planum 3 (1981) - above,,Period 1,P1,Building C-I-II,Building C,Building C,male,Ma,5.2,,,,,,,,,,Pl.  26,"ORL B 73 (Pfünz) 23 no. 17 pl. 15, 24."
Ellingen,B0077,294,60.00,85.00,1,horse equipment,H,Copper alloy,,Strap fittings,,"Strap holder (crosswise), rectangular; upper side with two slight longitudinal dents.",,1991-2099,2099,,Planum 3 (1981) - above,,Period 1,P1,Building C-I-II,Building C,Building C,N/A,U,2.2,,,,,2.4,,,,,Pl.  17,"Walke, Straubing pl. 131.3; Fundber. Baden-Württemberg 8, 1983, 346 pl. 202.E l (Schwäbisch Gmünd)."
Ellingen,K0005,294,60.00,85.00,61,stone and metal working,SM,Slag,,Indeterminate fragments,,"9 large, 22 medium, 30 small pieces.",,1991-2133,2133,,Planum 3 (1981) - under ,,Period 1,P1,Building C-I-II,Building C,Building C,male,Ma,,,,,,,,3420,,,,
Ellingen,K0016,294,60.00,85.00,12,stone and metal working,SM,Slag,,Indeterminate fragments,,"l large, 7 medium, 4 small pieces.",,Wahrscheinlich 1991-2099.,2099,,Planum 3 (1981) - above,,Period 1,P1,Building C-I-II,Building C,Building C,male,Ma,,,,,,,,840,,,,
Ellingen,K0036,294,60.00,85.00,4,stone and metal working,SM,Slag,,Indeterminate fragments,,"l large, l medium, 2 small pieces.",,1991-2151,2151,,Planum 3 (1981) - under ,,Period 1,P1,Building C-I-II,Building C,Building C,male,Ma,,,,,,,,291,,,,
Ellingen,K0045,294,60.00,85.00,4,stone and metal working,SM,Slag,,Indeterminate fragments,,"l large, 3 medium pieces.",,1991-2139,2139,,Planum 3 (1981) - under ,,Period 1,P1,Building C-I-II,Building C,Building C,male,Ma,,,,,,,,215,,,,
Ellingen,K0126,294,60.00,85.00,1,stone and metal working,SM,Slag,,Indeterminate fragments,,l small piece.,,1991-2099,2099,,Planum 3 (1981) - above,,Period 1,P1,Building C-I-II,Building C,Building C,male,Ma,,,,,,,,18,,,,
Ellingen,B0040,294,60.00,85.00,1,combat dress?,ZDE,Copper alloy,,Strap fittings,,Bronze tongue with rivet.,,1991-2134,2134,,Planum 3 (1981) - under ,,Period 1,P1,Building C-I-II,Building C,Building C,male?,ZMa,1.2 (preserved),,,,,1.5,,,,,Pl.  16,
Ellingen,F0043,294,60.00,85.00,1,toilet?,ZT,Glass,Natural,Unguentaria and small bottles,,"Small spherical bottle with dolphin handles (aryballos); vase body surrounded by a glass cord; lightish greenish-blue, iridescent.",,1991-2099,2099,,Planum 3 (1981) - above,,Period 1,P1,Building C-I-II,Building C,Building C,female?,ZFe,,3.5,2,,c. 7 ,,,,,,Pl.  94,"Welker, Nida II14f.; Goethert-Polaschek, Gläser Trier 227ff. (Form 135)."
