ID,SF or Cat no,Ctxt ID,Object category,Condition,Obj Type,Firm ID?,Description,Quantity,Height cm,Width cm,Length cm,Depth cm,Diameter cm,Rim dia cm,Base dia cm,Material,Technique,Appearance,Stylistic date,Figure no,Obj Illustration,Out of copyright,Notes,VS parallels
3815,SardShM62.90:4929,SardShE13,Uncertain,broken,UnidentifiedObject,N,upper piece flat; curved; Greek cross on top; ends round in section w loop openings through which fit loops of 2nd piece; lower piece horseshoe shaped round rod w hook on either side; attached so the lower part swings freely,1,21,13,,,,,,Cu alloy,,,,412,0,FALSE,"""identified by Waldbaum as a censer or robe holder but similar device without cross or side hooks was found at Pergamon & identified as hand scale. Similar to the suspension apparatus on a steelyard; also without the side hooks",
3816,SardShM62.74:4733,SardShE13,Other,broken,Handle,Y,handle attachment; flat leaf-shaped plate in one piece w vertical loop,1,6.5,2.5,,,,,,Cu alloy,,,,,0,FALSE,,
3817,SardShU(E13a),SardShE13,Security,intact,Lock-Plate,Y,circular; edges cut in decorative pattern,1,,,,,6.5,,,Cu alloy,,,,cf 353,0,FALSE,,
3818,SardShM62.62:4555,SardShE13,Dress accessory; Jewellery,intact,Pendant,Y,square; stylised leaf w small loop on back projects from each corner; flat cast; raised ring in centre poss held inlay,1,,4.5,4.5,,,,,Cu alloy,,,,414; 415,0,FALSE,,
3819,SardShU62F416,SardShE13,Jewellery,intact,FingerRing-Gen,Y,thickened ends of hoop have thin prongs for mounting a pierced gem or glass bead,1,,,,,2.5,,,Cu alloy,,,,416,0,FALSE,,
3820,SardShM73.1:8224,SardShE13,Commerce; Industry; Uncertain,intact,Steelyard,Y,beam; 2 chains w weighing hooks suspended from u-shaped bar; 3 suspension hooks; lead weight covered w cu alloy case on sliding s-shaped hook; long end of beam graduated by incised lines on 3 sides,1,,,17.8,,5,,,Cu alloy; Lead/pewter,,,,413,0,FALSE,diameter is that of weight,
3821,SardShU62(E13s),SardShE13,Industry; Tool,broken,Chisel,Y,long shaft w round section; rectangular nr edge,1,,2.4,34.8,,,,,Iron,,,,,0,FALSE,,
3822,SardShM67.34:4295,SardShE13,Agriculture; Tool,broken,Hoe,Y,nearly rectangular blade in one piece w s-shaped handle; hammered open socket,1,21.5,13.5,,,,,,Iron,,,,417,0,FALSE,,
3823,SardShM62.81:4864,SardShE13,Security,intact,Lock-Cylindrical,Y,several o-shaped chain links attached to loop at one end,1,,,9.5,,5.4,,,Iron,,,,cf 351; 352,0,FALSE,,
3824,SardShM62.84:4915,SardShE13,Security,broken,Lock-Plate,Y,front plate of rectangular lock,1,11,9.5,,,,,,Iron,,,,cf 366,0,FALSE,,
3825,SardShP62.371:4692,SardShE13,Container,fragmentary,Amphora-Gen,Y,neck & shoulder p; vertical handle; graffiti _________ as recorded & drawn; corrected by L Robert to read Theokistos in genitive; neatly incised after firing on smoothed shoulder above turn marks; letters evenly spaced; to the r a cross. See also note.,1,17,,,,,5.5,,Pottery/ceramic,,,,428,0,FALSE,On opposite side v unevenly scratched MEAPOY (?),
3826,SardShP62.394:4735,SardShE13,Container,fragmentary,Amphora-Gen,Y,shoulder; half neck; one handle p; graffito _____ ____ in 2 lines; neatly incised after firing; L Robert believed it was by same hand as IAKOB on eg in E14,1,12.5,,,,,,,Pottery/ceramic,,,,429,0,FALSE,,
3827,SardShP62.365:4686,SardShE13,Container,intact,Amphora-Gen,Y,2 handles; wide mouth; everted rim; sharply bulging body below handles; 3 grooves below lip & at bulge; otherwise ext smoothed w self-slip,1,42.5,,,,31,,,Pottery/ceramic,,,,441,0,FALSE,,
3828,SardShU62F430,SardShE13,Container,intact,Amphora-Gen,Y,2 handles twisted into place at either side of neck; slightly flaring mouth; everted; smoothed rim; ridged below handle; body contracts below centre; rounded bottom; dipinto red paint on shoulder appears to be intentional cursive O Y,1,50,,,,27.8,,,Pottery/ceramic,,,,430,0,FALSE,,
3829,SardShP62.364:4685,SardShE13,Container,broken,Amphora-Gen,Y,2 handles; neck missing; ovoid body; ring foot; v unevenly thrown,1,44,,,,24,,,Pottery/ceramic,,clay light brown,,442,0,FALSE,,
3830,SardShP62.89:4297,SardShE13,Container,intact,Basin-Gen,Y,flat base; almost straight sides; wide rim slants down; unevenly fired; self-slip,1,22,,,,46,,,Pottery/ceramic,,,,445,0,FALSE,,
3831,SardShU67(E13a),SardShE13,Container,broken,Basin-Gen,Y,marks show flat bottom turned on stone; ext smoothed; int ridged,1,13.5,,,,24,,,Pottery/ceramic,,abraded; slip pink,,,0,FALSE,,
3832,SardShU67(E13b),SardShE13,Container,broken,Basin-Gen,Y,as [ID3831]; out-turned rim; straight sides; brick-like coarse fabric,1,25.5,,,,,,,Pottery/ceramic,,,,,0,FALSE,,
3833,SardShU67F444,SardShE13,Container,broken,Basin-Gen,Y,as [ID3832] but larger & sides slant slightly outward; ridge around inner circumference of rim; residue of red pigment,1,24.5,,,,,,33,Pottery/ceramic,,,,444,0,FALSE,,
3834,SardShP62.366:4687,SardShE13,Food & drink,intact,Cookware-Globular,Y,2 handles attached; turned up rim; made into a strainer by neatly drilled holes dia. 0.8cm; evenly spaced 1.5cm apart in lower part after firing,1,17.8,,,,17,,,Pottery/ceramic,,,,383; 446,0,FALSE,found w lid [ID3840] inverted in mouth; between stub walls against N wall,
3835,SardShP62.369:4690,SardShE13,Food & drink,fragmentary,CookWare-Sherd,Y,wall frag; spout attached to ext below rim; wall cut through leaving crack & uneven ridge on int,1,,,,,,,,Pottery/ceramic,,clay grey; discolouration burning,,447,0,FALSE,,
3836,SardShP62.213:4488,SardShE13,Container; Food & drink,intact,Cup-NoHandle,Y,plain; straight rim; rounded side w 3 carinations,1,6,,,,,8.3,,Pottery/ceramic,,clay buff; clay pink; discolouration burning; micaceous,,443,0,FALSE,,
3837,SardShP62.214:4489,SardShE13,Container,intact,Jug-Gen,Y,one handle; globular body; ring foot; ridging on ext of neck; random markings w black slip on ext,1,20,,,,13,,,Pottery/ceramic,,clay buff; clay pink; micaceous; slip black,,448,0,FALSE,,
3838,SardShP62.402:4789,SardShE13,Container,fragmentary,Jug-Gen,Y,neck & shoulder frags; 3 rows of crescent-shaped depressions below neck,1,,,,,,6,,Pottery/ceramic,,discolouration burning; incised decoration; micaceous,,449,0,FALSE,,
3839,SardShU62(E13t),SardShE13,Food & drink,intact,Cookware-Lid,Y,wide rim slanting downwards extending beyond vessel mouth; rounded sides; concave top; charring w grassy impressions on surface,1,3.7,,,,13,,,Pottery/ceramic,,clay buff; clay pink; discolouration burning; micaceous,,,0,FALSE,,
3840,SardShP62.367:4688,SardShE13,Food & drink,intact,Cookware-Lid,Y,identical to [ID3839] & burnt in same manner; shape of top slightly irregular,1,3.8,,,,13,,,Pottery/ceramic,,clay buff; clay pink; discolouration burning; micaceous,,383; 450,0,FALSE,found inverted in mouth of [ID3834]; between stub walls against N wall,
3841,SardShP62.397:4738,SardShE13,Container; Other,fragmentary,ClosedVessel,Y,grooved on ext; ribbed on int; graffito fragmentary _ƒ broken on r & bottom incised after firing,1,,,,,,,,Pottery/ceramic,,,,431,0,FALSE,,
3842,SardShP62.486:4911,SardShE13,Container; Other,fragmentary,ClosedVessel,Y,shoulder frag w handle scar; ext lightly grooved; int ridged; graffito P scratched after firing,1,,,,,,,,Pottery/ceramic,,,,432,0,FALSE,,
3843,SardShP62.398:4739,SardShE13,Container; Other,fragmentary,ClosedVessel,Y,frag of neck & shoulder; thin raised band at base of neck; graffito tops of 4 or 5 letters at lower break,1,,,,,,,,Pottery/ceramic,,,,433,0,FALSE,,
3844,SardShP62.487:4912,SardShE13,Container; Other,fragmentary,ClosedVessel,Y,shoulder frag; fragmentary monogram w PA(?),1,,,,,,,,Pottery/ceramic,,slip light beige,,434,0,FALSE,,
3845,SardShP62.395:4736,SardShE13,Container; Other,fragmentary,ClosedVessel,Y,shoulder frag; graffito ligature KP broken at r incised before firing (partly covered w slip),1,,,,,,,,Pottery/ceramic,,clay red; slip red,,435,0,FALSE,,
3846,SardShP62.396:4737,SardShE13,Container; Other,fragmentary,ClosedVessel,Y,shoulder frag; graffiti A w double bent bar incised after firing just below neck; below it a much lighter ƒEKPOƒ incomplete on both sides,1,,,,,,,,Pottery/ceramic,,clay buff; clay pink; micaceous,,436,0,FALSE,,
3847,SardShP62.425:4812A,SardShE13,Container; Other,fragmentary,ClosedVessel,Y,v shallow grooves; ribbed; graffito ƒYAƒ incomplete on both sides; incised before firing (filled w slip),1,,,,,,,,Pottery/ceramic,,micaceous,,437,0,FALSE,found with [ID3848] & [ID3849],
3848,SardShP62.425:4812B,SardShE13,Container; Other,fragmentary,ClosedVessel,Y,graffito _ ligature of __ (?) _ or _; there may be another letter to the r,1,,,,,,,,Pottery/ceramic,,,,438,0,FALSE,found with [ID3847] & [ID3849],
3849,SardShP62.425:4812C,SardShE13,Container; Other,fragmentary,ClosedVessel,Y,grooving on ext; smooth on int; graffito _ _ _ _ (?) on shoulder just below rise of neck,1,,,,,,,,Pottery/ceramic,,,,439,0,FALSE,found with [ID3847] & [ID3848],
3850,SardShP62.393:4734,SardShE13,Container; Other,fragmentary,ClosedVessel,Y,ridged; elaborate marking of curves & angles; may not represent letters; v lightly scratched after firing,1,,,,,,,,Pottery/ceramic,,,,440,0,FALSE,,
3851,SardShS62.54:4804,SardShE13,Tool; Uncertain,intact,Roller,N,roller cylinder w round hole drilled through length; ends at parallel slant; surface worn smooth; n ramage noted traces of orange paint; suggested it is poss a loom weight,1,,,4,,1.8,,,Painted; Stone other,,orange,,451,0,FALSE,,
3852,SardShS62.25:4492,SardShE13,Other,intact,JumpingWeight,Y,rectangular; handle decorated w elongated triangles depressed on top; may represent clasped hands,1,11,,18.5,,,,,Marble,,white,,452; 453,0,FALSE,,
3853,SardShU63(E17a),SardShE17,Container; Food & drink,fragmentary,Goblet,Y,stem w flat foot; slender; concave,2,,,,,,,,Glass,,light aquamarine,,,0,FALSE,,
3854,SardShU63(E17b),SardShE17,Lighting,broken,Lamp,Y,2 handles,1,,,,,,,,Glass,,aquamarine; light green,,,0,FALSE,,
3855,SardShU63F545,SardShE17,Lighting,broken,Lamp,Y,beaker-shaped; lower part; knob base - pale olive colour,1,,,,,,,1.6,Glass,,green,,545,0,FALSE,,
3856,SardShU63F546,SardShE17,Container,broken,Vessel-Gen,Y,plain rim; slightly convex wall,1,,,,,9,,,Glass,,light green,,546,0,FALSE,,
3857,SardShU63(E17c),SardShE17,Container,broken,Vessel-Gen,Y,folded rim; slightly flaring wall,1,,,,,18,,,Glass,,light green,,,0,FALSE,,
3858,SardShU63(E17d),SardShE17,Furniture,fragmentary,Campstool,Y,one corner of frame p; with slot for fabric,1,,,,,,,,Iron,,other metal,,cf 307; 525,0,FALSE,,
3859,SardShM63.28:5352,SardShE17,Tool,broken,Knife-Gen,Y,convex edge; tang bent under to form a loop,1,,,21,,,,,Iron,,other metal,,547,0,FALSE,,
3860,SardShP63.383:5515,SardShE17,Container,intact,Amphora-Gen,Y,ridged from shoulder to rounded bottom; 2 small handles from neck to shoulder; residue of charcoal on int; signs of burning on ext; graffiti cross on shoulder; E just below handle,1,32,,,,16,,,Pottery/ceramic,,clay orange; micaceous,,543; 549,0,FALSE,found with [ID3861],
3861,SardShP63.385:5517,SardShE17,Container,broken,Amphora-Gen,Y,concave bottom; ridged on shoulder and mid-point of body; strap handle roughly pulled; scar for opposite handle; body blistered & misshapen from heat; iron oxide deposits on ext,1,38,,,,27,,,Pottery/ceramic,,,,543; 550,0,FALSE,found with [ID3860],
3862,SardShP63.472:5636,SardShE17,Container,fragmentary,Amphora-Gen,Y,reconstructed from many fragments; thin walls & narrow ridging; sharp carination at shoulder; painted before firing w white slip; basket pattern over body; concentric circles or spirals at bottom,1,41,,,,46,,,Pottery/ceramic,,clay red; slip white,,558,0,FALSE,for notes on comparanda see catalogue entry (Crawford 1990 p97),
3863,SardShP63.614:5836,SardShE17,Container,fragmentary,Amphora-Gen,Y,shoulder frag; ribbed int coated w mastic; graffito monogram; A in square (broken at bottom) jerkily scratched after firing,1,,,,,,,,Other; Pottery/ceramic,,,,548,0,FALSE,,
3864,SardShU63(E17e),SardShE17,Container; Other,fragmentary,SherdModified,Y,ridged amphora body sherd; chipped to form round stopper; edge slants inward to provide a tight fit,1,0.9,,,,,6.2,5.6,Pottery/ceramic,,,,,0,FALSE,,
3865,SardShP63.583:5787,SardShE17,Container; Food & drink; Uncertain,fragmentary,Bowl-Gen,N,vertical rim frag of open bowl or flask w pinched & punched suspension (?) handle; glazed,1,,,,,,,,Pottery/ceramic,,dark yellow,,551,0,FALSE,,
3866,SardShU63(E17f),SardShE17,Container,broken,Lekythos,Y,turned body pinched at bottom; foot added v sloppily,1,,,,,,,3.5,Pottery/ceramic,,clay buff,,,0,FALSE,,
3867,SardShP63.589:5795,SardShE17,Container; Other,intact,Lid-Gen,Y,concave w recessed knob; ridge between lip & wall would fit it tightly into mouth of vessel,1,3.7,,,,17,,,Pottery/ceramic,,,,552,0,FALSE,,
3868,SardShP63.544:5737,SardShE17,Uncertain,fragmentary,UnidentifiedObject,Y,spout or bottom of funnel; evenly ridged on int; smoothed on ext,1,,,,,6.5,2.5,,Pottery/ceramic,,slip red,,553,0,FALSE,,
3869,SardShL63.54:5734,SardShE17,Lighting,intact,Lamp-AsiaMinorType,Y,recessed plain disc; single pour hole; solid handle; spirals on rim; v worn or perhaps soaked,1,4,,9,,,,,Pottery/ceramic,,abraded; moulded decoration,,554,0,FALSE,,
3870,SardShL63.55:5735,SardShE17,Lighting,intact,Lamp-AsiaMinorType,Y,shape as [ID3869] but larger pour hole; no disc; 3 rows raised 'warts'; v worn mould,1,4,,8,,,,,Pottery/ceramic,,moulded decoration,,555,0,FALSE,,
3871,SardShP63.582A-B:5786,SardShE17,Lighting,intact,Lamp,Y,plain; round disc w channels around pouring hole; air holes on either side of short nozzle; solid vertical handle,2,4,7,8,,,,,Pottery/ceramic,,moulded decoration,,,0,FALSE,,
3872,SardShU63F542,SardShE17,Container; Industry,broken,Vat,Y,rough-hewn; irregular vat w round basin; limestone; reddened & fractured by heat; repaired w lead clamps,1,63,,,,99,61.5,,Lead/pewter; Stone other,,,,542; 543,0,FALSE,rim diameter used here for basin diameter,
3873,SardShG62.8:4227,SardShE14,Lighting,broken,Lamp,Y,folded rim; conical wall; 1 of 3 handles p,1,,,,,9,,,Glass,,light yellow,,463,0,FALSE,,
3874,SardShG62.5:4163,SardShE14,Other; Tool; Uncertain; Writing & communication,intact,Stamp,Y,disc-shaped; raised rim; relief of cross w P on top; letters N; E at points w A or stand at bottom,1,,,,,2.1,,,Glass,,light green,,464; 465; 466,0,FALSE,found w stamp [ID3875],
3875,SardShG62.6:4164,SardShE14,Other; Tool; Uncertain; Writing & communication,intact,Stamp,Y,shape as [ID3874]; unidentifiable design,1,,,,,1.8,,,Glass,,blue; green,,,0,FALSE,found w stamp [ID3874],
3876,SardShG62.4:4161,SardShE14,Other; Tool; Uncertain; Writing & communication,intact,Stamp,Y,shape as [ID3874]; cross bar terminates in perpendicular double lines; vertical in v-shaped angles,1,,,,,2.5,,,Glass,,aquamarine,,467,0,FALSE,,
3877,SardShM62.20:4211,SardShE14,Commerce,broken,BalanceScale,Y,beam; parts of pointer; suspension device; decorative mouldings p end & centre,1,,,12.9,,,,,Cu alloy,,other metal,,468,0,FALSE,,
3878,SardShM62.16:4207,SardShE14,Other,broken,Bell,Y,conical; cast in 1 piece w vertical loop at top; 3 pairs of incised lines; clapper missing,1,2.7,,,,,,1.6,Cu alloy,,other metal,,469; 470,0,FALSE,,
3879,SardShM62.60:4480,SardShE14,Other,broken,Bell,Y,as [ID3878] w spreading base; heavily corroded,1,,,,,,,6,Cu alloy,,other metal,,471,0,FALSE,found beside jug [ID3881],
3880,SardShM62.4:4269,SardShE14,Container; Food & drink; Uncertain,intact,Bowl-Gen,Y,hemispherical; slightly concave base; wide ledge rim; hammered,1,10.5,,,,,23.5,,Copper,,other metal,,473,0,FALSE,,
3881,SardShM62.51:4442A,SardShE14,Container,broken,Jug-Trefoil,Y,trefoil mouth; tall cylindrical neck; flaring body to wide base; thick; low ring foot; S-shaped iron handle attached to ring around neck; hammer marks on surface,1,22,,,,17.8,,,Cu alloy; Iron,,other metal,,460,0,FALSE,found w handle [ID3890] & [ID???],
3882,SardShM62.89:4928,SardShE14,Food & drink,fragmentary,Cookware-FryingPan,Y,flat handle w s-shaped loop at end; flat rim w fragment of pan bowl attached,1,,,14,,24,,,Cu alloy,,other metal,,474,0,FALSE,,
3883,SardShM62.9:4184,SardShE14,Tool,broken,Spatula-Gen,Y,flat blade w rounded end; handle w square section tapers to round bulb; mouldings at junction of handle & blade,1,,,14.5,,,,,Cu alloy,,moulded decoration; other metal,,475,0,FALSE,,
3884,SardShM62.14:4204,SardShE14,Commerce; Industry; Uncertain,broken,Steelyard,Y,beam graduated w incised lines & dots on 3 sides; 2 suspension hooks on chains; fulcrum hooks; collar & U bar; spherical lead weight,1,,,30.2,,5.2,,,Cu alloy; Lead/pewter,,other metal,,472; 476,0,FALSE,,
3885,SardShU(E14a),SardShE14,Container,broken,Vessel-Gen,Y,low disc base weighted w lead; sheet metal bowl; flaring walls,1,2.4,,,,10.8,,,Cu alloy; Lead/pewter,,other metal,,,0,FALSE,,
3886,SardShM62.30:4270,SardShE14,Commerce; Industry; Uncertain,intact,Weight,Y,flat square; N incised on one side; punched dots at ends of strokes & near centre,1,0.3,1.2,1.2,,,,,Cu alloy,,other metal,,477; 478,0,FALSE,Found w weight [ID3887],
3887,SardShM62.31:4271,SardShE14,Commerce; Industry; Uncertain,intact,Weight,Y,as [ID3886]; light horiz lines at r angles to bars of faint dotted circles between lower bars & top of cross stroke,1,0.3,1.25,1.3,,,,,Cu alloy,,other metal,,479; 480,0,FALSE,Found w weight [ID3886],
3888,SardShM62.13:4199,SardShE14,Commerce; Industry; Uncertain,intact,Weight,Y,concave/convex disc; I B incised on concave side on either side of dot,1,0.3,,,,1,,,Cu alloy,,other metal,,481; 482,0,FALSE,,
3889,SardShU62(E14a),SardShE14,Industry; Tool,broken,Axe/Adze,Y,axe edge parallel to round socket; adze perpendicular to it,1,,65,23,,,,,Iron,,other metal,,,0,FALSE,,
3890,SardShM62.51:4442B,SardShE14,Other,intact,Handle,Y,triple-curved vertical jug handle,1,12,,,,,,,Iron,,other metal,,,0,FALSE,found w jug [ID3881] & [ID???],
3891,SardShU63(E14a),SardShE14,Military; Other; Tool,broken,Sword,Y,long; straight; flat blade w single edge; straight shoulders; narrow tang rectangular in section,1,,5.5,53.8,,,,,Iron,,other metal,,487,0,FALSE,,
3892,SardShP62.23:4180,SardShE14,Container,broken,Amphora-Gen,Y,piriform; ribbing on upper half of body & shoulder; one vertical loop handle w single groove; short tubular foot; graffito ___W____,1,47,,,,22.5,,,Pottery/ceramic,,,,461; 462; 483,0,FALSE,,
3893,SardShP62.40:4231,SardShE14,Container,broken,Amphora-Globular,Y,as [ID3892]; missing top & handle; globular body; tubular foot bent before firing,1,30,,,,16,,,Pottery/ceramic,,,,484,0,FALSE,found w whetstone [ID3913],
3894,SardShU63F485,SardShE14,Container,broken,Amphora-Gen,Y,as [ID3892]; bottom & neck missing; ridged on shoulder where handle joins; otherwise smooth; int lightly ridged,1,50,,,,29,,,Pottery/ceramic,,clay buff; clay pink,,485,0,FALSE,,
3895,SardShP62.138:4366,SardShE14,Container,intact,Amphora-Gen,Y,round; squat body; 2 horiz handles attached at ceck & shoulder; wide neck & mouth w slightly everted rim; concave bottom w button in centre; ridge across neck where handles join,1,39,,,,28,,,Pottery/ceramic,,clay buff; clay pink; micaceous,,457; 486,0,FALSE,set into floor where one tile had been removed; large pithos lid [ID3896] was found lying beside it,
3896,SardShUncat(E14a),SardShE14,Container; Other,intact,Lid-Pithos,Y,"""large""",1,,,,,,,,Pottery/ceramic,,,,,0,FALSE,found beside amphora set in floor [ID3895],
3897,SardShP62.49:4240,SardShE14,Container; Religious,intact,Ampulla,Y,mould-made; Christ Pantokrator; cross behind/Virgin Orans; rounded bottom; narrow neck; suspension holes punched through shoulders,1,5.5,4.5,,,,,,Pottery/ceramic,,moulded decoration,,488-492,0,FALSE,found in drain fill under floor w coins of 330-430,
3898,SardShU62(E14b),SardShE14,Container,fragmentary,Basin-Gen,Y,flat bottom; straight wall; out-turned rim slants down,1,23,,,,,44,,Pottery/ceramic,,,,cf 445,0,FALSE,,
3899,SardShU62(E14c),SardShE14,Container; Food & drink; Uncertain,fragmentary,Bowl-Gen,Y,curved wall; flat rim w rouletting,1,4,,,,,8.5,,Pottery/ceramic,,rouletted decoration; slip red,,,0,FALSE,,
3900,SardShU62F495,SardShE14,Container; Food & drink; Uncertain,fragmentary,Bowl-Shlw,Y,curved rim; ring foot; coarse fabric; int v smooth,1,7,,,,,29,,Pottery/ceramic,,clay red,,495,0,FALSE,,
3901,SardShU62F493,SardShE14,Container; Food & drink; Uncertain,intact,Bowl-Gen,Y,curved side turns upright at rounded rim; ring foot,1,4.5,,,,,,,Pottery/ceramic,,clay buff; clay pink; micaceous,,493,0,FALSE,,
3902,SardShP62.35:4214,SardShE14,Container; Food & drink; Uncertain,intact,Bowl-Shlw,Y,plain w flanged rim; flat base raised on int; ring foot,1,4,,,,,16,,Pottery/ceramic,,clay red,,494,0,FALSE,,
3903,SardShU62F496,SardShE14,Container; Food & drink; Uncertain,broken,Bowl-Gen,Y,upper part & rim p; straight rim; ledge below reconstructed w 10 facets; LRC; v well-adhering slip,1,4.5,,,,,14.2,,Pottery/ceramic,,slip orange; slip red,,496,0,FALSE,,
3904,SardShU62F497,SardShE14,Container; Food & drink,intact,Cup-NoHandle,Y,small; w wide flat rim; flat string-cut bottom; surface soaked & v abraded,1,4.3,,,,,10.4,,Pottery/ceramic,,abraded,,497,0,FALSE,,
3905,SardShU62F498,SardShE14,Container; Other,intact,Lid-Gen,Y,flat; heavy concave knob; unevenly turned; smoothed on ext; impressions of matting on underside,1,4.5,,,,,18,,Pottery/ceramic,,,,498,0,FALSE,,
3906,SardShP62.257:4549,SardShE14,Food & drink; Uncertain,intact,Plate,Y,low ring foot; flaring sides; squared & thickened rim,1,6,,,,,32,,Pottery/ceramic,,slip red,,499,0,FALSE,,
3907,SardShL62.11-12:4278-4279,SardShE14,Lighting,intact,Lamp,Y,undecorated; w horiz 'spool' handle,2,,,,,,,,Pottery/ceramic,,,,cf 264,0,FALSE,found in drain nr floor,
3908,SardShL62.5.4177,SardShE14,Lighting,broken,Lamp,Y,low round body; hollow triangular horiz handle,1,3.5,,9.2,,,,,Pottery/ceramic,,clay light brown; slip black,,500-502,0,FALSE,,
3909,SardShSeal62.1:4172,SardShE14,Writing & communication,intact,Seal,Y,carnelian ovoid intaglio; seated or bending nude woman pouring libation onto altar; sheaf of wheat in r hand,1,1.5,,1.2,,,,,Gemstone,,dark orange,before 250,503; 504,0,FALSE,in ashy fill outside door,
3910,SardShS62.66:4875,SardShE14,Industry,intact,Mortar-Gen,Y,rounded sides; plain rim; flat bottom; ext rough-finished; int polished; v smooth,1,13.5,,,,,38,,Stone other,,,,458,0,FALSE,found w pestle [ID3911],
3911,SardShS62.70:4903,SardShE14,Industry,intact,Pestle-Gen,Y,heavy rounded working end; cylindrical handle; rough-hewn white marble worked smooth,1,18,,,,18,,,Marble,,white,,458,0,FALSE,found w mortar [ID3910],
3912,SardShS62.73:4906,SardShE14,Industry,fragmentary,Mortar-ModifiedStatue,Y,leg fragment of lifesize statue; top & bottom cut flat w depression in cetre for use as mortar,1,21,,,,12.5,,,Marble,,,,,0,FALSE,,
3913,SardShU62(E14d),SardShE14,Other; Tool,intact,Whetstone,Y,rectangular; use marks on top,1,4,7,8,,,,,Stone other,,,,,0,FALSE,found w amphora [ID3893],
3914,SardShBI62.8:4698,SardShE15,Food & drink; Other; Uncertain,intact,Spoon-Gen,Y,flat bowl; round handle w profiled knob at end; type MacGregor 181,1,,,13.3,,,,,Bone/ivory,,,,508; 509,0,FALSE,under floor,
3915,SardShGem62.7:4427,SardShE15,Dress clothing embellishment; Jewellery; Uncertain,intact,Bead,Y,ovoid onyx bead; drilled lengthwise,1,,,1.02,,,,,Gemstone,,,,,0,FALSE,,
3916,SardShU62(E15a),SardShE15,Container,intact,Bottle-Miniature,Y,tube-shaped,1,,,,,2.5,,,Glass,,aquamarine,,,0,FALSE,under floor,
3917,SardShG63.21:5903,SardShE15,Container; Food & drink; Uncertain,fragmentary,Bowl-SmallDeep,Y,slightly conical; plain rim,1,,,,,,10,,Glass,,light green,,,0,FALSE,in foundation drain,
3918,SardShU63(E15a),SardShE15,Container; Food & drink,fragmentary,Goblet,Y,stem w knobbed profile,1,,,,,,,,Glass,,,,,0,FALSE,in drain,
3919,SardShM62.52A:4456,SardShE15,Industry,broken,Cauldron,Y,tall straight sides slope inwards towards top; wide; everted ledge rim; bottom missing; hammered sheet metal,1,21,,,,,32,,Copper,,other metal,,507; 510,0,FALSE,on mosaic pavement outside shop. Similar vessel [ID1779] outside E3,
3920,SardShM62.53:4472,SardShE15,Lighting,broken,Candelabrum,Y,thin vertical shaft; 3 curved legs; round flat plate,1,114.5,,,,12.5,,,Iron,,other metal,,511,0,FALSE,,
3921,SardShU62(E15b),SardShE15,Tool,intact,Knife-Gen,Y,straight back & edge; rectangular tang,1,,,40,,,,,Iron,,other metal,,cf 147,0,FALSE,,
3922,SardShUncat(E15a),SardShE15,Container,fragmentary,Amphora-Gen,Y,horiz handles joining neck & shoulder; cylindrical ridged body,1,,,,,,,,Pottery/ceramic,,,400-450; 450-500; 500-550; 550-600,512,0,FALSE,as Hautumm nos. 78-88 from wide range of Aegean sites in 5th-6th C; esp 78=Agora V no M333;2,
3923,SardShUncat(E15b),SardShE15,Container,fragmentary,Amphora-Gen,Y,piriform; narrow neck; knobbed foot,1,,,,,,,,Pottery/ceramic,,,300-350; 350-400,512,0,FALSE,as Hautumm no 203 (4th C Agora V no M240) & no 247 (from Yass› Ada). Found in NW corner on upper tile floor,
3924,SardShU62F513,SardShE15,Container; Food & drink; Uncertain,intact,Bowl-Shlw,Y,flat ring foot; sharp carination on ext to straight rim; int smoothly rounded,1,4.5,,,,,12.2,,Pottery/ceramic,,clay buff; clay pink; micaceous,,513,0,FALSE,,
3925,SardShUF514,SardShE15,Container; Food & drink; Uncertain,fragmentary,Bowl-Gen,Y,LRC bowl; vertical rim rounded at top & flange below; almost straight flaring wall,1,,,,,,18.2,,Pottery/ceramic,,,,514,0,FALSE,,
3926,SardShU62F515,SardShE15,Container; Food & drink,intact,Cup-NoHandle,Y,string-cut bottom; wall curves inward toward rim; ext ridged; int smooth,1,6.5,,,,,8.5,,Pottery/ceramic,,micaceous,,515,0,FALSE,,
3927,SardShP62.193:4453,SardShE15,Container; Uncertain,fragmentary,Sherd-Coarseware,Y,body sherd of heavy vessel; graffito fragmentary 5-pointed star,1,,,,,,,,Pottery/ceramic,,clay red; micaceous,,516,0,FALSE,,
3928,SardShU62(E15c),SardShE15,Lighting,fragmentary,Lamp-AsiaMinorType,Y,solid handle; ridges on rim; charred,3,,,,,,,,Pottery/ceramic,,discolouration burning,,,0,FALSE,found w tray fragment [ID3933],
3929,SardShS62.24:4454,SardShE15,Container; Food & drink; Uncertain,fragmentary,Bowl-Shlw,Y,ridged ledge rim; white marble w large crystals,1,5,,,,,22,,Marble,,white,,520,0,FALSE,,
3930,SardShS62.65:4874,SardShE15,Industry,intact,Mortar-Gen,Y,plain rim; flat base; basalt,1,11.7,,,,,25,,Stone other,,grey,,517,0,FALSE,,
3931,SardShS62.22:4428,SardShE15,Industry,intact,Mortar-Apothecary,Y,rectangular jeweller's or apothecary's mortar; hollow in centre; basalt; v fine & smooth,1,8,5.8,11,,,,,Stone other,,black,,518,0,FALSE,,
